cod_municipio,mun,prov_mun,ccaa_mun,pob,lat,lon,tipo,nombre_centro,mun_centro,lat_centro,lon_centro,prov_centro
26164,Ventrosa,La Rioja,La Rioja,55,42.1693675333038,-2.83977797721588,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26178,Viniegra de Abajo,La Rioja,La Rioja,81,42.1177958903208,-2.88101424557427,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26177,Villoslada de Cameros,La Rioja,La Rioja,354,42.0678218327728,-2.69188354462403,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26003,Aguilar del Río Alhama,La Rioja,La Rioja,457,41.9549294585554,-1.9841482561528,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26004,Ajamil de Cameros,La Rioja,La Rioja,67,42.1586333365751,-2.44130949875484,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26005,Albelda de Iregua,La Rioja,La Rioja,3484,42.3658211235756,-2.46847386409918,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26006,Alberite,La Rioja,La Rioja,2518,42.4006825062203,-2.41064294485806,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26007,Alcanadre,La Rioja,La Rioja,647,42.3998504533518,-2.15761087793369,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26008,Aldeanueva de Ebro,La Rioja,La Rioja,2794,42.2287224504747,-1.90987732620359,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26009,Alesanco,La Rioja,La Rioja,500,42.4214485950106,-2.81813728227293,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26010,Alesón,La Rioja,La Rioja,92,42.4062545459532,-2.67454718502843,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26017,Arnedillo,La Rioja,La Rioja,452,42.2162744183265,-2.23831527648314,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26021,Autol,La Rioja,La Rioja,4702,42.1966072045148,-1.98503874763376,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26022,Azofra,La Rioja,La Rioja,225,42.4374509213432,-2.80153043511508,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26023,Badarán,La Rioja,La Rioja,502,42.3626329645465,-2.80466069301372,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26024,Bañares,La Rioja,La Rioja,220,42.466017054934,-2.91415702969494,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26025,Baños de Rioja,La Rioja,La Rioja,84,42.5117720995275,-2.95378121226779,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26026,Baños de Río Tobía,La Rioja,La Rioja,1583,42.3406884963889,-2.75862898963365,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26027,Berceo,La Rioja,La Rioja,146,42.3182540151292,-2.87583302902585,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26028,Bergasa,La Rioja,La Rioja,147,42.2652255635791,-2.15007178168266,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26029,Bergasillas Bajera,La Rioja,La Rioja,34,42.2504159893817,-2.1684556900339,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26030,Bezares,La Rioja,La Rioja,25,42.3644998316776,-2.67036129789775,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26031,Bobadilla,La Rioja,La Rioja,99,42.3178339624645,-2.75895990172238,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26080,Igea,La Rioja,La Rioja,631,42.0590808580759,-2.02630018042869,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26081,Jalón de Cameros,La Rioja,La Rioja,19,42.214477528527,-2.49410216641112,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26082,Laguna de Cameros,La Rioja,La Rioja,110,42.1579916644235,-2.54722559956186,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26083,Lagunilla del Jubera,La Rioja,La Rioja,333,42.3341409603764,-2.33942227423619,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26084,Lardero,La Rioja,La Rioja,11042,42.418202516345,-2.47133367009852,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26086,Ledesma de la Cogolla,La Rioja,La Rioja,18,42.3186560404737,-2.70584624813483,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26087,Leiva,La Rioja,La Rioja,237,42.5082698822453,-3.04504057598686,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26088,Leza de Río Leza,La Rioja,La Rioja,42,42.3294708266061,-2.40715354833458,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26091,Lumbreras de Cameros,La Rioja,La Rioja,150,42.0758302191922,-2.59324046897427,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26092,Manjarrés,La Rioja,La Rioja,117,42.3908652430923,-2.6649171186073,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26093,Mansilla de la Sierra,La Rioja,La Rioja,54,42.1241980381729,-2.92150352794223,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26094,Manzanares de Rioja,La Rioja,La Rioja,60,42.384284493947,-2.91065199352125,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26095,Matute,La Rioja,La Rioja,97,42.2908284503295,-2.79744997395737,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26096,Medrano,La Rioja,La Rioja,341,42.3880341815514,-2.5575439018258,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26032,Brieva de Cameros,La Rioja,La Rioja,46,42.1724638962344,-2.78217861796875,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26033,Briñas,La Rioja,La Rioja,187,42.6048355637363,-2.83196621999996,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26034,Briones,La Rioja,La Rioja,754,42.5172842241554,-2.79091363916513,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26035,Cabezón de Cameros,La Rioja,La Rioja,19,42.1886999559597,-2.51837901479572,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26038,Canales de la Sierra,La Rioja,La Rioja,78,42.1672192815455,-3.05878245902339,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26039,Canillas de Río Tuerto,La Rioja,La Rioja,40,42.3971391628565,-2.83416909785332,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26040,Cañas,La Rioja,La Rioja,91,42.3959988102242,-2.85930252924128,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26041,Cárdenas,La Rioja,La Rioja,134,42.3745496492789,-2.76694097942327,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26042,Casalarreina,La Rioja,La Rioja,1090,42.5471897075631,-2.9053161039195,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26043,Castañares de Rioja,La Rioja,La Rioja,407,42.5116639065497,-2.92066123491148,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26044,Castroviejo,La Rioja,La Rioja,45,42.3222215741354,-2.653871227659,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26045,Cellorigo,La Rioja,La Rioja,10,42.6228169500109,-3.00204422771027,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26046,Cenicero,La Rioja,La Rioja,2106,42.4740971823187,-2.65414087412611,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26054,Cornago,La Rioja,La Rioja,322,42.0643235572199,-2.09786887641103,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26055,Corporales,La Rioja,La Rioja,38,42.4271249927316,-3.0026875645804,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26056,Cuzcurrita de Río Tirón,La Rioja,La Rioja,522,42.5490746511094,-2.97086361675954,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26057,Daroca de Rioja,La Rioja,La Rioja,62,42.3583267099869,-2.59253318827406,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26058,Enciso,La Rioja,La Rioja,174,42.1364483600951,-2.25256297058734,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26059,Entrena,La Rioja,La Rioja,1613,42.3928655264615,-2.51552878415659,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26060,Estollo,La Rioja,La Rioja,84,42.3163411618649,-2.84978522415918,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26064,Fuenmayor,La Rioja,La Rioja,3191,42.4655134435734,-2.57554385523546,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26065,Galbárruli,La Rioja,La Rioja,78,42.6215820175955,-2.95539308479752,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26066,Galilea,La Rioja,La Rioja,385,42.3657733271784,-2.23103659575448,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26067,Gallinero de Cameros,La Rioja,La Rioja,19,42.1696968925101,-2.61198642087153,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26068,Gimileo,La Rioja,La Rioja,113,42.5501420348045,-2.8184075612088,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26069,Grañón,La Rioja,La Rioja,249,42.4519727711349,-3.02201367704644,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26070,Grávalos,La Rioja,La Rioja,182,42.1170417770516,-1.98878860694389,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26071,Haro,La Rioja,La Rioja,11633,42.5849902762443,-2.86150666081354,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26072,Herce,La Rioja,La Rioja,332,42.2224250551744,-2.16630272202242,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26073,Herramélluri,La Rioja,La Rioja,102,42.4994762892769,-3.01243372098652,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26074,Hervías,La Rioja,La Rioja,117,42.4471073000515,-2.86488407529913,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26075,Hormilla,La Rioja,La Rioja,429,42.4512843390338,-2.77988857323177,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26076,Hormilleja,La Rioja,La Rioja,141,42.4628696366962,-2.73484245071437,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26077,Hornillos de Cameros,La Rioja,La Rioja,22,42.2123766266424,-2.40904532188037,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26078,Hornos de Moncalvillo,La Rioja,La Rioja,96,42.3968493276766,-2.5805997281401,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26079,Huércanos,La Rioja,La Rioja,866,42.4322457498249,-2.66680493248569,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26098,Munilla,La Rioja,La Rioja,108,42.2008866772677,-2.33047828628017,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26099,Murillo de Río Leza,La Rioja,La Rioja,1617,42.4026973593946,-2.3095981276784,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26100,Muro de Aguas,La Rioja,La Rioja,67,42.1278343511321,-2.12977388377342,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26101,Muro en Cameros,La Rioja,La Rioja,35,42.2219959807918,-2.54521459278589,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26107,Nieva de Cameros,La Rioja,La Rioja,89,42.2209082043662,-2.68331174696908,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26110,Ojacastro,La Rioja,La Rioja,182,42.3515354825387,-2.99978538937817,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26111,Ollauri,La Rioja,La Rioja,310,42.5375224819794,-2.82666158401865,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26112,Ortigosa de Cameros,La Rioja,La Rioja,224,42.1611394303623,-2.71434242132564,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26113,Pazuengos,La Rioja,La Rioja,26,42.3057500629298,-2.92684322116379,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26114,Pedroso,La Rioja,La Rioja,83,42.2944624008302,-2.69653305051376,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26115,Pinillos,La Rioja,La Rioja,20,42.1908269485239,-2.59532099579883,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26117,Pradejón,La Rioja,La Rioja,3928,42.3279691037228,-2.03616488979938,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26118,Pradillo,La Rioja,La Rioja,64,42.186276295268,-2.64283111253266,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26119,Préjano,La Rioja,La Rioja,207,42.1662177702905,-2.18186545127871,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26120,Quel,La Rioja,La Rioja,2074,42.2043806372823,-2.04352317460186,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26121,Rabanera,La Rioja,La Rioja,32,42.1852133700191,-2.47736648285261,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
