cod_municipio,mun,prov_mun,ccaa_mun,pob,lat,lon,tipo,nombre_centro,mun_centro,lat_centro,lon_centro,prov_centro
28053,Daganzo de Arriba,Madrid,Madrid,10520,40.559581711678,-3.44479674239774,Rehabilitación y fisioterapia,Hospital Universitario de Torrejon,Torrejón De Ardoz,40.465363201929144,-3.435250118785683,Madrid
28054,El Escorial,Madrid,Madrid,16594,40.5856279851577,-4.09486042919555,Rehabilitación y fisioterapia,Hospital El Escorial,San Lorenzo De El Escorial,40.607566534071225,-4.119273030920561,Madrid
28055,Estremera,Madrid,Madrid,1381,40.146385755748,-3.10881232574541,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28056,Fresnedillas de la Oliva,Madrid,Madrid,1742,40.4789088339339,-4.1831926187595,Rehabilitación y fisioterapia,Hospital El Escorial,San Lorenzo De El Escorial,40.607566534071225,-4.119273030920561,Madrid
28057,Fresno de Torote,Madrid,Madrid,2416,40.6093684777704,-3.40935519607364,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28058,Fuenlabrada,Madrid,Madrid,192233,40.283024685221,-3.79678172841268,Rehabilitación y fisioterapia,Hospital Universitario de Fuenlabrada,Fuenlabrada,40.28721184739977,-3.8158551584440543,Madrid
28066,Griñón,Madrid,Madrid,10467,40.2179447786859,-3.8429019110538,Rehabilitación y fisioterapia,Hospital Infanta Cristina,Madrid,40.21849049379435,-3.7828499116415175,Madrid
28067,Guadalix de la Sierra,Madrid,Madrid,6594,40.768511377009,-3.68423711335225,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28068,Guadarrama,Madrid,Madrid,16747,40.6773048345841,-4.10998593712496,Rehabilitación y fisioterapia,Hospital de Guadarrama,Guadarrama,40.66956362970364,-4.086399517426474,Madrid
28069,La Hiruela,Madrid,Madrid,72,41.0692207247214,-3.4547243732146,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28070,Horcajo de la Sierra-Aoslos,Madrid,Madrid,170,41.0797625892673,-3.58237958715526,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28071,Horcajuelo de la Sierra,Madrid,Madrid,106,41.0911202025645,-3.54349947149687,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28072,Hoyo de Manzanares,Madrid,Madrid,8680,40.6158977434597,-3.89328931788417,Rehabilitación y fisioterapia,Hospital General de Villalba,Collado Villalba,40.65485369747207,-4.000770630919332,Madrid
28073,Humanes de Madrid,Madrid,Madrid,19736,40.2515042596679,-3.82610263350438,Rehabilitación y fisioterapia,Hospital Universitario de Fuenlabrada,Fuenlabrada,40.28721184739977,-3.8158551584440543,Madrid
28083,Meco,Madrid,Madrid,14903,40.5570811837623,-3.32307225017946,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28084,Mejorada del Campo,Madrid,Madrid,23737,40.4002228500533,-3.47509439111568,Rehabilitación y fisioterapia,Empresa Publica Hospital Del Henares,Coslada,40.41879212206592,-3.532685069045119,Madrid
28085,Miraflores de la Sierra,Madrid,Madrid,6585,40.7970806239252,-3.77754506047425,Rehabilitación y fisioterapia,Hospital General de Villalba,Collado Villalba,40.65485369747207,-4.000770630919332,Madrid
28086,El Molar,Madrid,Madrid,9291,40.7005634568488,-3.57123468667085,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28087,Los Molinos,Madrid,Madrid,4563,40.7209024657858,-4.09316703607584,Rehabilitación y fisioterapia,Hospital de La Fuenfria,Cercedilla,40.76071197181578,-4.074016498979927,Madrid
28088,Montejo de la Sierra,Madrid,Madrid,365,41.0919391219939,-3.51140271687377,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28089,Moraleja de Enmedio,Madrid,Madrid,5294,40.2578787157509,-3.87970238509011,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28094,Navalafuente,Madrid,Madrid,1573,40.8171939209403,-3.67695780504298,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28095,Navalagamella,Madrid,Madrid,2720,40.4401304313035,-4.12997188352256,Rehabilitación y fisioterapia,Hospital El Escorial,San Lorenzo De El Escorial,40.607566534071225,-4.119273030920561,Madrid
28096,Navalcarnero,Madrid,Madrid,30695,40.2886957846769,-4.01415179703931,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28097,Navarredonda y San Mamés,Madrid,Madrid,141,41.0055267370002,-3.7291175476728,Rehabilitación y fisioterapia,Hospital de La Fuenfria,Cercedilla,40.76071197181578,-4.074016498979927,Madrid
28099,Navas del Rey,Madrid,Madrid,3062,40.3831303902517,-4.27103290005469,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28111,Pezuela de las Torres,Madrid,Madrid,927,40.4074643872016,-3.17808917809119,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28115,Pozuelo de Alarcón,Madrid,Madrid,87134,40.4287753895244,-3.81382826427829,Rehabilitación y fisioterapia,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda,40.45023267222808,-3.874215802088754,Madrid
28116,Pozuelo del Rey,Madrid,Madrid,1190,40.3613839928672,-3.30892881142929,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28117,Prádena del Rincón,Madrid,Madrid,149,41.0397202231181,-3.50972964579853,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28118,Puebla de la Sierra,Madrid,Madrid,75,41.0037359844737,-3.45193811931248,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28119,Quijorna,Madrid,Madrid,3593,40.4184592753939,-4.06070050169083,Rehabilitación y fisioterapia,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda,40.45023267222808,-3.874215802088754,Madrid
28120,Rascafría,Madrid,Madrid,1754,40.8639746796364,-3.89559588036514,Rehabilitación y fisioterapia,Hospital de La Fuenfria,Cercedilla,40.76071197181578,-4.074016498979927,Madrid
28156,Valdeavero,Madrid,Madrid,1670,40.6226741921416,-3.35015977123565,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28157,Valdelaguna,Madrid,Madrid,1026,40.1761980757554,-3.37199932409772,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28158,Valdemanco,Madrid,Madrid,1012,40.8625943623595,-3.66553520813699,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28159,Valdemaqueda,Madrid,Madrid,789,40.507071781746,-4.29961113387131,Rehabilitación y fisioterapia,Hospital El Escorial,San Lorenzo De El Escorial,40.607566534071225,-4.119273030920561,Madrid
28160,Valdemorillo,Madrid,Madrid,13245,40.5040010536603,-4.06861271674715,Rehabilitación y fisioterapia,Hospital El Escorial,San Lorenzo De El Escorial,40.607566534071225,-4.119273030920561,Madrid
28161,Valdemoro,Madrid,Madrid,77587,40.1832574627462,-3.65751471182905,Rehabilitación y fisioterapia,Hospital Universitario Infanta Elena,Valdemoro,40.19835725866478,-3.6974064020952353,Madrid
28162,Valdeolmos-Alalpardo,Madrid,Madrid,4309,40.6362980370147,-3.4618172533036,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28167,Velilla de San Antonio,Madrid,Madrid,12543,40.3638956986995,-3.47600102025957,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28001,La Acebeda,Madrid,Madrid,55,41.0931465833601,-3.63570944115367,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28002,Ajalvir,Madrid,Madrid,4676,40.5239752254995,-3.48013850531926,Rehabilitación y fisioterapia,Hospital Universitario de Torrejon,Torrejón De Ardoz,40.465363201929144,-3.435250118785683,Madrid
28003,Alameda del Valle,Madrid,Madrid,246,40.9203849732314,-3.85000286154285,Rehabilitación y fisioterapia,Hospital de La Fuenfria,Cercedilla,40.76071197181578,-4.074016498979927,Madrid
28004,El Álamo,Madrid,Madrid,9908,40.2324044246457,-3.98925799436969,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28005,Alcalá de Henares,Madrid,Madrid,195982,40.4945923166855,-3.36960055938552,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28006,Alcobendas,Madrid,Madrid,116589,40.5345949588888,-3.6301207787549,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28007,Alcorcón,Madrid,Madrid,170817,40.3583934397976,-3.83723243504782,Rehabilitación y fisioterapia,Hospital Universitario Fundacion Alcorcon,Alcorcón,40.34882135590341,-3.837363173255509,Madrid
28008,Aldea del Fresno,Madrid,Madrid,3085,40.3092560320021,-4.22378448958163,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28009,Algete,Madrid,Madrid,20749,40.6082182533942,-3.52992768821435,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28010,Alpedrete,Madrid,Madrid,14959,40.6618419206967,-4.02081388321451,Rehabilitación y fisioterapia,Hospital General de Villalba,Collado Villalba,40.65485369747207,-4.000770630919332,Madrid
28011,Ambite,Madrid,Madrid,662,40.3407748436549,-3.17668316863526,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28012,Anchuelo,Madrid,Madrid,1359,40.4664096380139,-3.2767990292332,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28013,Aranjuez,Madrid,Madrid,59833,39.9948766252652,-3.6788877176892,Rehabilitación y fisioterapia,Hospital Del Tajo S.a.,Aranjuez,40.05741371588189,-3.6109010341623953,Madrid
28014,Arganda del Rey,Madrid,Madrid,56386,40.2923689204586,-3.4454944776727,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28015,Arroyomolinos,Madrid,Madrid,33687,40.2801111489408,-3.91580859538671,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28016,El Atazar,Madrid,Madrid,109,40.9396748642032,-3.46668569425152,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28017,Batres,Madrid,Madrid,1820,40.2227388815877,-3.92601312986005,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28024,Braojos,Madrid,Madrid,218,41.0595656360703,-3.65982566848134,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28025,Brea de Tajo,Madrid,Madrid,523,40.2405626595428,-3.12101265476151,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28026,Brunete,Madrid,Madrid,10726,40.3971581807501,-3.9949637320635,Rehabilitación y fisioterapia,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda,40.45023267222808,-3.874215802088754,Madrid
28027,Buitrago del Lozoya,Madrid,Madrid,1940,40.9884092404062,-3.62717909000443,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28028,Bustarviejo,Madrid,Madrid,2701,40.8415716669345,-3.72834442358094,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28029,Cabanillas de la Sierra,Madrid,Madrid,837,40.8254586871171,-3.63475758503694,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28030,La Cabrera,Madrid,Madrid,2782,40.8628491930154,-3.61321089564248,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28031,Cadalso de los Vidrios,Madrid,Madrid,3203,40.2984830432153,-4.4328254029659,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28032,Camarma de Esteruelas,Madrid,Madrid,7555,40.5622684508947,-3.37593394197094,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28033,Campo Real,Madrid,Madrid,6416,40.3229988746777,-3.37328155446021,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28034,Canencia,Madrid,Madrid,461,40.8928949442827,-3.76014523196957,Rehabilitación y fisioterapia,Hospital General de Villalba,Collado Villalba,40.65485369747207,-4.000770630919332,Madrid
28035,Carabaña,Madrid,Madrid,2142,40.2544217511907,-3.24614247692741,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28036,Casarrubuelos,Madrid,Madrid,3939,40.1724035736289,-3.83201553000796,Rehabilitación y fisioterapia,Hospital Infanta Cristina,Madrid,40.21849049379435,-3.7828499116415175,Madrid
28037,Cenicientos,Madrid,Madrid,2083,40.2439936110461,-4.50836934248182,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28038,Cercedilla,Madrid,Madrid,7359,40.7557992059073,-4.05993367500876,Rehabilitación y fisioterapia,Hospital de La Fuenfria,Cercedilla,40.76071197181578,-4.074016498979927,Madrid
28039,Cervera de Buitrago,Madrid,Madrid,158,40.9166338291797,-3.52411195198779,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28040,Ciempozuelos,Madrid,Madrid,25083,40.151650676515,-3.60713626806826,Rehabilitación y fisioterapia,Hospital Del Tajo S.a.,Aranjuez,40.05741371588189,-3.6109010341623953,Madrid
28041,Cobeña,Madrid,Madrid,7444,40.5681692140541,-3.50753396782322,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28042,Colmenar del Arroyo,Madrid,Madrid,1875,40.4058798089264,-4.19287647200478,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28043,Colmenar de Oreja,Madrid,Madrid,8303,40.0810744403971,-3.45177866036051,Rehabilitación y fisioterapia,Hospital Del Tajo S.a.,Aranjuez,40.05741371588189,-3.6109010341623953,Madrid
28044,Colmenarejo,Madrid,Madrid,9376,40.537591424123,-4.01897119841227,Rehabilitación y fisioterapia,Hospital General de Villalba,Collado Villalba,40.65485369747207,-4.000770630919332,Madrid
28045,Colmenar Viejo,Madrid,Madrid,52480,40.6639500200108,-3.74608046676305,Rehabilitación y fisioterapia,Hospital Psiquiatrico Doctor Rodriguez Lafora,Madrid,40.53203597050922,-3.6916596597583617,Madrid
28019,Belmonte de Tajo,Madrid,Madrid,1751,40.1374873368652,-3.33386144722003,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28020,Berzosa del Lozoya,Madrid,Madrid,216,40.9736612161484,-3.52824901365831,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28021,El Berrueco,Madrid,Madrid,796,40.8819507231239,-3.55784052497751,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28048,Corpa,Madrid,Madrid,742,40.4188773978081,-3.24815000459192,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28091,Morata de Tajuña,Madrid,Madrid,7924,40.2311579677971,-3.44797726165174,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28092,Móstoles,Madrid,Madrid,209639,40.3188029698131,-3.8903522791535,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28102,Orusco de Tajuña,Madrid,Madrid,1291,40.2899513054294,-3.21067660754548,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28104,Paracuellos de Jarama,Madrid,Madrid,26235,40.5143412428505,-3.5246504687531,Rehabilitación y fisioterapia,Empresa Publica Hospital Del Henares,Coslada,40.41879212206592,-3.532685069045119,Madrid
28106,Parla,Madrid,Madrid,131689,40.2306588150431,-3.76694803278001,Rehabilitación y fisioterapia,Hospital Infanta Cristina,Madrid,40.21849049379435,-3.7828499116415175,Madrid
28107,Patones,Madrid,Madrid,524,40.8827431393526,-3.48479356237852,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28108,Pedrezuela,Madrid,Madrid,6226,40.7419065511392,-3.62496262363376,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28109,Pelayos de la Presa,Madrid,Madrid,2827,40.3599123590296,-4.32797706519423,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28136,Santorcaz,Madrid,Madrid,925,40.471439919613,-3.22342243778181,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28137,Los Santos de la Humosa,Madrid,Madrid,2729,40.5127776258396,-3.25552028635875,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28138,La Serna del Monte,Madrid,Madrid,96,41.0373747800538,-3.62230679845873,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28140,Serranillos del Valle,Madrid,Madrid,4429,40.2071334346571,-3.89409733126687,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28146,Tielmes,Madrid,Madrid,2781,40.2332713342607,-3.3020832480326,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28147,Titulcia,Madrid,Madrid,1360,40.1459268330147,-3.56076703503447,Rehabilitación y fisioterapia,Hospital Del Tajo S.a.,Aranjuez,40.05741371588189,-3.6109010341623953,Madrid
28155,Valdaracete,Madrid,Madrid,612,40.1983066906025,-3.19940018405181,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28165,Valdilecha,Madrid,Madrid,3079,40.2951198094135,-3.30361789710306,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28166,Valverde de Alcalá,Madrid,Madrid,518,40.4048839569451,-3.30100843331696,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28169,Venturada,Madrid,Madrid,2387,40.7972354835847,-3.62233363538158,Rehabilitación y fisioterapia,Hospital Universitario Infanta Sofía,San Sebastián De Los Reyes,40.558935249154835,-3.610880944611973,Madrid
28170,Villaconejos,Madrid,Madrid,3464,40.1126094686873,-3.49914812185866,Rehabilitación y fisioterapia,Hospital Del Tajo S.a.,Aranjuez,40.05741371588189,-3.6109010341623953,Madrid
28171,Villa del Prado,Madrid,Madrid,6837,40.2751504508675,-4.30627912727378,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28172,Villalbilla,Madrid,Madrid,15049,40.44231973267,-3.32516529075847,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
28173,Villamanrique de Tajo,Madrid,Madrid,762,40.0761639313575,-3.24871263135353,Rehabilitación y fisioterapia,Hospital Universitario Del Sureste - Empresa Publica Hospital Del Sureste,Arganda Del Rey,40.297029173414614,-3.457057888335406,Madrid
28174,Villamanta,Madrid,Madrid,2643,40.2917149534499,-4.12120595638491,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28175,Villamantilla,Madrid,Madrid,1514,40.3424771498078,-4.14388300477884,Rehabilitación y fisioterapia,Hospital Virgen de La Poveda,Villa Del Prado,40.24762675705572,-4.276358059765673,Madrid
28176,Villanueva de la Cañada,Madrid,Madrid,22580,40.4478869564517,-3.98534221659642,Rehabilitación y fisioterapia,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda,40.45023267222808,-3.874215802088754,Madrid
28177,Villanueva del Pardillo,Madrid,Madrid,17310,40.4904638993425,-3.96846412492581,Rehabilitación y fisioterapia,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda,40.45023267222808,-3.874215802088754,Madrid
28178,Villanueva de Perales,Madrid,Madrid,1599,40.3728478430662,-4.09059461236784,Rehabilitación y fisioterapia,Hospital Universitario de Mostoles,Móstoles,40.31591066858788,-3.8776534952954584,Madrid
28179,Villar del Olmo,Madrid,Madrid,2211,40.3321534326647,-3.24087873072091,Rehabilitación y fisioterapia,Hospital Universitario Principe de Asturias,Alcalá De Henares,40.51026391698508,-3.348474491596173,Madrid
26002,Agoncillo,La Rioja,La Rioja,1153,42.4326823950346,-2.282308823923,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26011,Alfaro,La Rioja,La Rioja,9562,42.1636189530105,-1.83106820384095,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26014,Anguiano,La Rioja,La Rioja,511,42.2513983365786,-2.7740776150646,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26018,Arnedo,La Rioja,La Rioja,14954,42.2166268169212,-2.09516280103283,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26019,Arrúbal,La Rioja,La Rioja,537,42.4295648590546,-2.25195680874657,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26036,Calahorra,La Rioja,La Rioja,24579,42.2953430921937,-1.95606285553684,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26047,Cervera del Río Alhama,La Rioja,La Rioja,2313,42.01794628776,-1.9433409070155,Rehabilitación y fisioterapia,Fundacion Hospital Calahorra,Calahorra,42.31307824655784,-1.9796030173831256,La Rioja
26061,Ezcaray,La Rioja,La Rioja,2076,42.2599440069024,-3.02433312248601,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26089,Logroño,La Rioja,La Rioja,150808,42.4638375760233,-2.45431835955902,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26102,Nájera,La Rioja,La Rioja,8060,42.4189483135496,-2.74442124971794,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26108,Ocón,La Rioja,La Rioja,332,42.3024212340782,-2.20788070583564,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26109,Ochánduri,La Rioja,La Rioja,79,42.5242292078692,-3.00304485411716,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26130,San Millán de la Cogolla,La Rioja,La Rioja,224,42.2954133713505,-2.90006336335767,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26131,San Millán de Yécora,La Rioja,La Rioja,34,42.5470643323864,-3.10035939778382,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26135,Santa Engracia del Jubera,La Rioja,La Rioja,174,42.3076401608144,-2.30968212283771,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
26136,Santa Eulalia Bajera,La Rioja,La Rioja,108,42.2262155841759,-2.19281414167285,Rehabilitación y fisioterapia,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen Del Carmen,Calahorra,42.31463148954579,-1.9803588610974656,La Rioja
26142,San Vicente de la Sonsierra,La Rioja,La Rioja,1015,42.5732992906701,-2.74678435540691,Rehabilitación y fisioterapia,Hospital de La Rioja,Logroño,42.46851948550112,-2.442181838336003,La Rioja
26143,Sojuela,La Rioja,La Rioja,465,42.3579201580756,-2.55567578182471,Rehabilitación y fisioterapia,Centro Asistencial Albelda de Iregua,Albelda De Iregua,42.3582261793042,-2.4732958951622828,La Rioja
